what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1654771388543
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1654771388543
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1654771388544
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1654771388544
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110815-1438,"org.eclipse.equinox.simpleconfigurator.manipulator",1654771388549
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1654771388559
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1654771388560
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1654771388560
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1654771388560
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1654771388561
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1654771388561
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1654771388564
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1654771388564
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1654771388564
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1654771388565
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1654771388565
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1654771388566
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1654771388570
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1654771388570
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1654771388576
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1654771388576
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1654771388576
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1654771388576
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1654771388576
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1654771388577
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1654771388578
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1654771388578
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1654771388579
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1654771388579
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1654771388582
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1654771388582
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1654771388583
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1654771388583
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1654771388583
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1654771388583
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1654771388583
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1654771388584
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1654771388584
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1654771388584
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1654771388590
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1654771388591
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1654771388592
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1654771388592
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1654771388592
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1654771388592
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1654771388592
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1654771388593
os,sysinfo,,,"win32",1654771388618
arch,sysinfo,,,"x86",1654771388618
ws,sysinfo,,,"win32",1654771388618
locale,sysinfo,,,"en_US",1654771388618
processors,sysinfo,,,"4",1654771388618
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1654771388618
java.runtime.version,sysinfo,,,"1.7.0_02-b13",1654771388618
java.specification.name,sysinfo,,,"Java Platform API Specification",1654771388618
java.specification.vendor,sysinfo,,,"Oracle Corporation",1654771388618
java.specification.version,sysinfo,,,"1.7",1654771388618
java.vendor,sysinfo,,,"Oracle Corporation",1654771388618
java.version,sysinfo,,,"1.7.0_02",1654771388618
java.vm.info,sysinfo,,,"mixed mode, sharing",1654771388618
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1654771388618
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1654771388618
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1654771388618
java.vm.specification.version,sysinfo,,,"1.7",1654771388618
java.vm.vendor,sysinfo,,,"Oracle Corporation",1654771388618
java.vm.version,sysinfo,,,"22.0-b10",1654771388618
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1654771389598
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1654771389601
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1654771389727
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1654771389898
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1654771390480
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1654771391514
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1654771391721
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1654771392000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654771401031
started,bundle,com.sysdeo.eclipse.tomcat,3.3.0,"com.sysdeo.eclipse.tomcat",1654771403669
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654771405346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654771407850
error,log,,,"/icons/newjprj_wiz.gif",1654771408068
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654771938565
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654771949053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654771963491
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1654771963742
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1654771963911
opened,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1654771964541
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1654771964864
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1654771964874
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1654771964874
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1654771965570
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654771970542
started,bundle,org.eclipse.wst.server.preview.adapter,1.1.0.v20090311b,"org.eclipse.wst.server.preview.adapter",1654771971371
started,bundle,org.eclipse.jst.server.core,1.2.202.v20110419,"org.eclipse.jst.server.core",1654771974684
started,bundle,org.eclipse.jst.server.tomcat.core,1.1.301.v20111010_1242,"org.eclipse.jst.server.tomcat.core",1654771974751
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1654771974896
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1654771976368
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1654772033226
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1654772033642
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1654772034168
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1654772062819
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1654772062874
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1654772062912
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1654772063053
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1654772063230
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1654772063250
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1654772063364
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1654772064851
started,bundle,org.eclipse.jst.jee,1.0.402.v201202021530,"org.eclipse.jst.jee",1654772064903
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1654772068009
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1654772074176
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1654772075030
started,bundle,org.eclipse.jst.jee.ui,1.0.401.v201202011107,"org.eclipse.jst.jee.ui",1654772075112
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1654772075169
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1654772075186
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1654772075207
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1654772075225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772079238
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772084167
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772097767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772110063
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772117057
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772117949
error,log,,,"/icons/newjprj_wiz.gif",1654772118141
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772129930
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772135898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772167121
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1654772167244
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1654772172825
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772191528
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1654772205003
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772205461
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1654772205540
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772303499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772306559
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772316839
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772372257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772379936
error,log,,,"/icons/newjprj_wiz.gif",1654772383390
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1654772394992
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1654772395059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772402276
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1654772405350
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1654772405370
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1654772405384
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1654772406047
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1654772406515
opened,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1654772413912
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1654772414871
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1654772415031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772417312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772440120
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772445298
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772487843
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1654772490583
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1654772492938
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1654772492954
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1654772493064
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1654772493085
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1654772493555
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1654772493590
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1654772494137
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1654772494167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772510687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772516879
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1654772516999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1654772516999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772520030
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772560661
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1654772571738
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772572379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772575525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772580645
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1654772603520
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1654772606720
started,bundle,org.eclipse.wst.css.core,1.1.501.v201111292150,"org.eclipse.wst.css.core",1654772614262
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1654772617919
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1654772631864
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1654772631872
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1654772633743
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1654772647406
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1654772649012
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772649091
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1654772649616
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1654772650200
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1654772674609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772701717
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772771317
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1654772790542
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772810264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772946726
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654772950873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654773209478
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654773346755
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654773355725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654773356194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654777080436
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654777081936
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654777097119
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654777099185
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654777103358
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1654777106157
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654777147857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654777267775
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654777290315
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654777291058
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1654777291190
activated,perspective,org.eclipse.ui.ide.application,,"org.eclipse.ui.resourcePerspective",1654930735808
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1654930735810
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1654930735822
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1654930735835
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1654930735835
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1654930735856
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1654930735856
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1654930735856
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1654930735856
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1654930735894
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1654930735894
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1654930735894
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1654930735894
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1654930735914
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1654930736000
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1654930736000
